Status,Issue #,Priority,Category,Issue,Tenant,Unit,Closed,Description
NOV SENT OUT,15454600,B,Violations,15454600,,4H,,"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE. IN THE ENTIRE APARTMENT LOCATED AT APT 4H, 3rd STORY, 3rd APARTMENT FROM EAST AT SOUTH , SECTION ''west''"
NOV SENT OUT,15454601,B,Violations,15454601,,4H,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD CABINETS AT EAST AND WEST WALLS. IN THE KITCHEN LOCATED AT APT 4H, 3rd STORY, 3rd APARTMENT FROM EAST AT SOUTH , SECTION ''west''"
NOV SENT OUT,15454602,B,Violations,15454602,,4H,,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK OVER CEILING. IN THE KITCHEN LOCATED AT APT 4H, 3rd STORY, 3rd APARTMENT FROM EAST AT SOUTH , SECTION ''west''"
NOV SENT OUT,15454603,B,Violations,15454603,,4H,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING. IN THE KITCHEN LOCATED AT APT 4H, 3rd STORY, 3rd APARTMENT FROM EAST AT SOUTH , SECTION ''west''"
NOV SENT OUT,15454604,C,Violations,15454604,,4H,,"SECTION 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE .. IN THE ENTRANCE LOCATED AT APT 4H, 3rd STORY, 3rd APARTMENT FROM EAST AT SOUTH , SECTION ''west''"
NOV SENT OUT,15545831,B,Violations,15545831,,1E,,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE BATHROOM LOCATED AT APT 1E, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15545832,B,Violations,15545832,,1E,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE EAST CLOSET DOOR OFF TRACK IN THE PRIVATE HALLWAY LOCATED AT APT 1E, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15545833,B,Violations,15545833,,1E,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE NORTH CLOSET DOOR OFF TRACK IN THE FOYER LOCATED AT APT 1E, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST"
NOTICE OF ISSUANCE SENT TO TENANT,15545834,C,Violations,15545834,,1E,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 1E, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST"
NOTICE OF ISSUANCE SENT TO TENANT,15545835,C,Violations,15545835,,1E,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 1E, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15545836,B,Violations,15545836,,1E,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE ROTTED WOOD BASE CABINET AT SINK IN THE KITCHEN LOCATED AT APT 1E, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST"
NOTICE OF ISSUANCE SENT TO TENANT,15353236,C,Violations,15353236,,3E,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 3E, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST"
NOTICE OF ISSUANCE SENT TO TENANT,15371984,B,Violations,15371984,,2D,,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 6 SQUARE FEET AT CEILING IN THE BATHROOM LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION ''SOUTH '' ORIGINAL VIOLATION 15162748 ISSUED 13-MAY-22 HAS BEEN UPGRADED TO CLASS B PER ADMINISTRATIVE CODE ï¿½27-2017.3a(3)(a) or (b)."
NOTICE OF ISSUANCE SENT TO TENANT,15489354,B,Violations,15489354,,4H,,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 5 SQ FT WINDOW FRAME FROM WEST AT NORTH WALL IN THE 1st ROOM FROM NORTH AT EAST LOCATED AT APT 4H, 4th STORY, 3rd APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 15252793 ISSUED 05-JUL-22 HAS BEEN UPGRADED TO CLASS B PER ADMINISTRATIVE CODE ï¿½27-2017.3a(3)(a) or (b)."
NOV SENT OUT,15464036,A,Violations,15464036,,,,"SECTION 27-2042 ADM CODE PROVIDE A MIRROR IN SELF-SERVICE ELEVATOR ARRANGED SO AS TO ENABLE A PERSON ENTERING, TO VIEW INSIDE OF ELEVATOR NUMBER # 4P3818"
NOV SENT OUT,15497762,B,Violations,15497762,,6D,,"SECTION 27-2026 ADM CODE REPAIR THE BROKEN OR DEFECTIVE CONNECTION AT WASTE PIPE AT SINK IN THE KITCHEN LOCATED AT APT 6D, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15497763,B,Violations,15497763,,6D,,"SECTION 27-2026 ADM CODE REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT SINK IN THE KITCHEN LOCATED AT APT 6D, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15497764,B,Violations,15497764,,6D,,"SECTION 27-2037, 2038 HMC: PROVIDE A SAFE AND ADEQUATE SUPPLY OF ELECTRIC SERVICE TO THE FIXTURES LIGHT FIXTURE AT CEILING IN THE KITCHEN LOCATED AT APT 6D, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15497765,B,Violations,15497765,,6D,,"SECTION 27-2005 ADM CODE REPAIR THE ROOF SO THAT IT WILL NOT LEAK AT CEILING IN THE 1st ROOM FROM NORTH LOCATED AT APT 6D, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15497766,B,Violations,15497766,,6D,,"SECTION 27-2037, 2038 HMC: PROVIDE A SAFE AND ADEQUATE SUPPLY OF ELECTRIC SERVICE TO THE FIXTURES SOCKET OUTLET AT WEST WALL IN THE PRIVATE HALLWAY LOCATED AT APT 6D, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15415182,A,Violations,15415182,,1C,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE SOUTH WALL IN THE BATHROOM LOCATED AT APT 1C, 1st STORY, 3rd APARTMENT FROM NORTH AT EAST"
NOTICE OF ISSUANCE SENT TO TENANT,15528836,B,Violations,15528836,,1E,,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 1 SQ FT AT CEILING IN THE BATHROOM LOCATED AT APT 1E, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 15256827 ISSUED 13-JUL-22 HAS BEEN UPGRADED TO CLASS B PER ADMINISTRATIVE CODE ï¿½27-2017.3a(3)(a) or (b)."
NOV SENT OUT,15409397,B,Violations,15409397,,3D,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE CEILING LIGHT FIXTURE IN THE PRIVATE HALLWAY LOCATED AT APT 3D, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST , 1st SECTION FROM EAST AT SOUTH"
NOV SENT OUT,15409398,A,Violations,15409398,,3D,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ... IN THE ENTIRE APARTMENT LOCATED AT APT 3D, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST , 1st SECTION FROM EAST AT SOUTH"
NOTICE OF ISSUANCE SENT TO TENANT,15546027,B,Violations,15546027,,6F,,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 2 SQ FT AT BASE OF SINK BASE CABINET IN THE KITCHEN LOCATED AT APT 6F, 6th STORY, 3rd APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 15257476 ISSUED 13-JUL-22 HAS BEEN UPGRADED TO CLASS B PER ADMINISTRATIVE CODE ï¿½27-2017.3a(3)(a) or (b)."
NOV SENT OUT,15257473,C,Violations,15257473,,6F,,"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 1, WG TO REPLACE = 0, WG TO REPAIR = 2 IN THE ENTIRE APARTMENT LOCATED AT APT 6F, 6th STORY, 3rd APARTMENT FROM SOUTH AT WEST"
INVALID CERTIFICATION,15438125,B,Violations,15438125,,3L,,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 2 SQUARE FEET AT CEILING,APPROX 2 SQUARE FEET WEST WALL IN THE BATHROOM LOCATED AT APT 3L, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST ORIGINAL VIOLATION 15208345 ISSUED 17-JUN-22 HAS BEEN UPGRADED TO CLASS B PER ADMINISTRATIVE CODE ï¿½27-2017.3a(3)(a) or (b)."
